dataset,model,train_r2,test_r2
609_fri_c0_1000_5,QG-r1-aic-9,0.8995977757754475,0.9044059469817819
612_fri_c1_1000_5,QG-r1-aic-9,0.8947327837648931,0.891426785994347
623_fri_c4_1000_10,QG-r1-aic-9,0.8890227431752343,0.8631391736050594
628_fri_c3_1000_5,QG-r1-aic-9,0.9006307933902716,0.8683506002204767
1028_SWD,QG-r1-None-9,0.4383614207349882,0.2956327400380647
1029_LEV,QG-r1-None-9,0.63504668864177,0.5245584373977286
1030_ERA,QG-r1-None-9,0.35253498536079875,0.35246470536027674
593_fri_c1_1000_10,QG-r1-None-9,0.9005302802213725,0.8896190248741714
595_fri_c0_1000_10,QG-r1-None-9,0.8700249884306606,0.8923776948464244
599_fri_c2_1000_5,QG-r1-None-9,0.9111492695307943,0.8852180638238071
606_fri_c2_1000_10,QG-r1-None-9,0.8686894021334397,0.853881295879144
608_fri_c3_1000_10,QG-r1-None-9,0.8297017077494442,0.8445651594727491
609_fri_c0_1000_5,QG-r1-None-9,0.8780776797921906,0.8890096658112943
612_fri_c1_1000_5,QG-r1-None-9,0.8935181541251902,0.8863872177089216
623_fri_c4_1000_10,QG-r1-None-9,0.874447155409893,0.8484950577655236
628_fri_c3_1000_5,QG-r1-None-9,0.8893225804672535,0.8573910607049838
1028_SWD,QG-r1-aic-7,0.42611203641513473,0.3256963222339626
1029_LEV,QG-r1-aic-7,0.6310349840359932,0.5259928754528487
1030_ERA,QG-r1-aic-7,0.34855166612728894,0.35920142553103296
593_fri_c1_1000_10,QG-r1-aic-7,0.8421371566584472,0.8324111686374605
595_fri_c0_1000_10,QG-r1-aic-7,0.7783460057898143,0.8130490974543254
599_fri_c2_1000_5,QG-r1-aic-7,0.8821028159998175,0.8465961994355891
606_fri_c2_1000_10,QG-r1-aic-7,0.8276583763134616,0.8117550413527639
608_fri_c3_1000_10,QG-r1-aic-7,0.8091500144931763,0.8402072497887819
609_fri_c0_1000_5,QG-r1-aic-7,0.8039138282210179,0.817024913515537
612_fri_c1_1000_5,QG-r1-aic-7,0.811609932032758,0.8085291880000214
623_fri_c4_1000_10,QG-r1-aic-7,0.8597998533738715,0.836157181960351
628_fri_c3_1000_5,QG-r1-aic-7,0.8482309189302173,0.8167306382036361
1028_SWD,QG-r1-bic-9,0.3994287581363797,0.3223796813797848
1029_LEV,QG-r1-bic-9,0.631486142576805,0.5176192485254627
1030_ERA,QG-r1-bic-9,0.2896766800033904,0.35848060805368576
593_fri_c1_1000_10,QG-r1-bic-9,0.9446120847229095,0.9177468442357737
595_fri_c0_1000_10,QG-r1-bic-9,0.8598829090922504,0.8859472886330476
599_fri_c2_1000_5,QG-r1-bic-9,0.8962003177797198,0.8733308513308878
606_fri_c2_1000_10,QG-r1-bic-9,0.8608883761179139,0.8392882822398904
608_fri_c3_1000_10,QG-r1-bic-9,0.8620285692057006,0.8836706206262407
609_fri_c0_1000_5,QG-r1-bic-9,0.8929447843391319,0.9003830165874169
612_fri_c1_1000_5,QG-r1-bic-9,0.8998903244490938,0.8523638866867107
623_fri_c4_1000_10,QG-r1-bic-9,0.883522196063123,0.8591729863958905
628_fri_c3_1000_5,QG-r1-bic-9,0.9022786245448691,0.8631052840934486
1028_SWD,GradientBoostingRegressor(n_estimators=50),0.5728295418780263,0.3582028422999586
1029_LEV,GradientBoostingRegressor(n_estimators=50),0.7162454839868044,0.5087662637983408
1030_ERA,GradientBoostingRegressor(n_estimators=50),0.42503090982881064,0.3352046597459448
1193_BNG_lowbwt,GradientBoostingRegressor(n_estimators=50),0.7908327859361752,0.5242538872293425
1196_BNG_pharynx,GradientBoostingRegressor(n_estimators=50),0.7843251398011288,0.40802401974719593
1199_BNG_echoMonths,GradientBoostingRegressor(n_estimators=50),0.7395844272882934,0.3720263787996967
1201_BNG_breastTumor,GradientBoostingRegressor(n_estimators=50),0.545852994188214,-0.006659881483638719
1203_BNG_pwLinear,GradientBoostingRegressor(n_estimators=50),0.7546103206441697,0.5490656571237443
1595_poker,GradientBoostingRegressor(n_estimators=50),0.4971744158926641,-0.10929451055677797
215_2dplanes,GradientBoostingRegressor(n_estimators=50),0.9518195846670828,0.924719761644921
218_house_8L,GradientBoostingRegressor(n_estimators=50),0.9396292020120254,0.43706379381115024
225_puma8NH,GradientBoostingRegressor(n_estimators=50),0.8793974963546516,0.5741948029551815
344_mv,GradientBoostingRegressor(n_estimators=50),0.9973914702408712,0.9887023562939304
529_pollen,GradientBoostingRegressor(n_estimators=50),0.8645211972195631,0.6259342308920333
537_houses,GradientBoostingRegressor(n_estimators=50),0.9056211232413421,0.5919215179791961
564_fried,GradientBoostingRegressor(n_estimators=50),0.9652042463519355,0.8528698529346377
593_fri_c1_1000_10,GradientBoostingRegressor(n_estimators=50),0.9748942118577374,0.8555675868510478
595_fri_c0_1000_10,GradientBoostingRegressor(n_estimators=50),0.954895458394125,0.8187009122027841
599_fri_c2_1000_5,GradientBoostingRegressor(n_estimators=50),0.9773701280916912,0.8869467146051174
606_fri_c2_1000_10,GradientBoostingRegressor(n_estimators=50),0.9709111758506473,0.84437816760734
608_fri_c3_1000_10,GradientBoostingRegressor(n_estimators=50),0.9683414633123416,0.8448497109049486
609_fri_c0_1000_5,GradientBoostingRegressor(n_estimators=50),0.9631836872106431,0.8487824365250654
612_fri_c1_1000_5,GradientBoostingRegressor(n_estimators=50),0.9738948915905221,0.8762987080738198
623_fri_c4_1000_10,GradientBoostingRegressor(n_estimators=50),0.9647804433592433,0.8442394024935754
628_fri_c3_1000_5,GradientBoostingRegressor(n_estimators=50),0.9677792751559505,0.8651299537823958
banana,GradientBoostingRegressor(n_estimators=50),0.7731142694638486,0.5335227540226124
titanic,GradientBoostingRegressor(n_estimators=50),0.3436769898330436,0.2684677573776546
1028_SWD,GradientBoostingRegressor(n_estimators=25),0.5177112956877286,0.3691768501902839
1029_LEV,GradientBoostingRegressor(n_estimators=25),0.669757715717455,0.5044386555832963
1030_ERA,GradientBoostingRegressor(n_estimators=25),0.4022392546199478,0.35389951596844715
1193_BNG_lowbwt,GradientBoostingRegressor(n_estimators=25),0.7037134755728764,0.5407616977205528
1196_BNG_pharynx,GradientBoostingRegressor(n_estimators=25),0.7010636181529262,0.42397461818790705
1199_BNG_echoMonths,GradientBoostingRegressor(n_estimators=25),0.6397638924602063,0.3942152976989025
1201_BNG_breastTumor,GradientBoostingRegressor(n_estimators=25),0.3975371326553099,0.04024325303511744
1203_BNG_pwLinear,GradientBoostingRegressor(n_estimators=25),0.6915976518334186,0.5458882889641447
1595_poker,GradientBoostingRegressor(n_estimators=25),0.3749981468943332,-0.06866943597613817
215_2dplanes,GradientBoostingRegressor(n_estimators=25),0.9208248371444299,0.9039680250647051
218_house_8L,GradientBoostingRegressor(n_estimators=25),0.8845616833272897,0.4557836414735744
225_puma8NH,GradientBoostingRegressor(n_estimators=25),0.8149870984087795,0.5706984761916083
344_mv,GradientBoostingRegressor(n_estimators=25),0.9807189846047643,0.9685637941949072
529_pollen,GradientBoostingRegressor(n_estimators=25),0.7485843921209364,0.5519852775483721
537_houses,GradientBoostingRegressor(n_estimators=25),0.8131456735978364,0.5537558742239751
564_fried,GradientBoostingRegressor(n_estimators=25),0.8855112456540862,0.7805561320961871
593_fri_c1_1000_10,GradientBoostingRegressor(n_estimators=25),0.9129299978299196,0.7962209213616216
595_fri_c0_1000_10,GradientBoostingRegressor(n_estimators=25),0.8616971991638945,0.730069852812276
599_fri_c2_1000_5,GradientBoostingRegressor(n_estimators=25),0.9334755919850468,0.8409909744713866
606_fri_c2_1000_10,GradientBoostingRegressor(n_estimators=25),0.9137937743906335,0.7955453695630684
608_fri_c3_1000_10,GradientBoostingRegressor(n_estimators=25),0.8971576719253973,0.7671419871365561
609_fri_c0_1000_5,GradientBoostingRegressor(n_estimators=25),0.8778645104721587,0.7631883423772209
612_fri_c1_1000_5,GradientBoostingRegressor(n_estimators=25),0.9081849566634271,0.7986665389485552
623_fri_c4_1000_10,GradientBoostingRegressor(n_estimators=25),0.9050746770089666,0.7737073246606235
628_fri_c3_1000_5,GradientBoostingRegressor(n_estimators=25),0.9045793742876576,0.7956371998439121
banana,GradientBoostingRegressor(n_estimators=25),0.6498804312462101,0.5063827098324678
titanic,GradientBoostingRegressor(n_estimators=25),0.3370818209951735,0.26907828440806136
1028_SWD,QG-r1-bic-7,0.3994287581363797,0.3223796813797848
1029_LEV,QG-r1-bic-7,0.6310349840359932,0.5259928754528487
1030_ERA,QG-r1-bic-7,0.2896766800033904,0.35848060805368576
593_fri_c1_1000_10,QG-r1-bic-7,0.8981744285793819,0.8847349286024154
595_fri_c0_1000_10,QG-r1-bic-7,0.7783462435629993,0.8130582043731844
599_fri_c2_1000_5,QG-r1-bic-7,0.8824190316343646,0.8471275213279822
606_fri_c2_1000_10,QG-r1-bic-7,0.8317588462487777,0.8162921256237226
608_fri_c3_1000_10,QG-r1-bic-7,0.8080450391137475,0.825076673952414
609_fri_c0_1000_5,QG-r1-bic-7,0.8039138107397226,0.817008170263259
612_fri_c1_1000_5,QG-r1-bic-7,0.8116099320276109,0.808528831450271
623_fri_c4_1000_10,QG-r1-bic-7,0.859014331769181,0.8359943292363519
628_fri_c3_1000_5,QG-r1-bic-7,0.8601794577564186,0.8298839517176726
