dataset,model,randomseed,train_r2,test_r2,json
583_fri_c1_1000_50,QM-11-bic,0,0.9201908092263489,0.9162092421297028,"{""program"": {""codes"": [""target"", ""add:2"", ""add:2"", ""oz4"", ""gaussian:1"", ""add:2"", ""oz5"", ""gaussian:2"", ""oz2"", ""oz1"", ""oz5"", ""oz7"", ""oz45"", ""add:2"", ""linear:1"", ""oz13"", ""tanh:1"", ""oz16"", ""oz12"", ""add:2"", ""add:2"", ""multiply:2"", ""add:2"", ""oz43"", ""oz2"", ""oz27"", ""oz34"", ""add:2"", ""oz5"", ""add:2"", ""add:2"", ""add:2"", ""gaussian:2"", ""gaussian:2"", ""oz25"", ""gaussian:2"", ""add:2"", ""log:1"", ""add:2""], ""data"": {}, ""qid"": 11}, ""params"": [{""scale"": 2.252906322479248, ""scale_offset"": 0.0, ""w"": 2.4387085935890305, ""bias"": -0.029865147984004064, ""detect_scale"": 0}, {}, {}, {""scale"": 0.5844656621873769, ""scale_offset"": -0.011785423482768238, ""w"": 0.1177604043545294, ""bias"": -1.6508326720740873, ""detect_scale"": 0}, {}, {}, {""scale"": 0.5879593695412861, ""scale_offset"": -0.02588040529564023, ""w"": 0.01009978286838548, ""bias"": -0.37746913607214616, ""detect_scale"": 0}, {}, {""scale"": 0.5803633608324082, ""scale_offset"": -0.0672574573289603, ""w"": -0.7898962645745438, ""bias"": 0.4214810163507521, ""detect_scale"": 0}, {""scale"": 0.45677440236207345, ""scale_offset"": -0.041219795654527845, ""w"": 0.9226461405210821, ""bias"": -0.34835721141169906, ""detect_scale"": 0}, {""scale"": 0.5879593695412861, ""scale_offset"": -0.02588040529564023, ""w"": 0.06329483483210877, ""bias"": 0.8681616352616297, ""detect_scale"": 0}], ""fnames"": [""out-linear:1"", ""add:2"", ""add:2"", ""in-linear:0"", ""gaussian:1"", ""add:2"", ""in-linear:0"", ""gaussian:2"", ""in-linear:0"", ""in-linear:0"", ""in-linear:0""], ""version"": ""2022-06-30""}"
586_fri_c3_1000_25,QM-11-bic,0,0.9440196425802982,0.9415345607805675,"{""program"": {""codes"": [""target"", ""gaussian:2"", ""add:2"", ""gaussian:1"", ""add:2"", ""oz22"", ""multiply:2"", ""oz1"", ""oz2"", ""oz4"", ""oz5"", ""oz2"", ""add:2"", ""add:2"", ""gaussian:2"", ""add:2"", ""oz25"", ""oz21"", ""oz22"", ""multiply:2"", ""oz20"", ""add:2"", ""oz15"", ""oz14"", ""oz18"", ""gaussian:2"", ""oz22"", ""add:2"", ""multiply:2"", ""gaussian:2"", ""oz16"", ""oz20"", ""oz7"", ""oz2"", ""oz23"", ""add:2"", ""gaussian:1"", ""multiply:2"", ""oz2""], ""data"": {}, ""qid"": 19}, ""params"": [{""scale"": 2.9946380853652954, ""scale_offset"": 0.0, ""w"": -2.5770954529850085, ""bias"": 1.8455430687384309, ""detect_scale"": 0}, {}, {}, {}, {}, {""scale"": 0.5824226031355019, ""scale_offset"": 0.030390078134834766, ""w"": -0.003472502858345434, ""bias"": 0.2726124196251426, ""detect_scale"": 0}, {}, {""scale"": 0.5047477477610286, ""scale_offset"": 0.02989514207909815, ""w"": 0.775159376361422, ""bias"": 0.843726440513436, ""detect_scale"": 0}, {""scale"": 0.5711794207831121, ""scale_offset"": 0.07970567735284567, ""w"": -0.5064821039338187, ""bias"": -0.520558434191838, ""detect_scale"": 0}, {""scale"": 0.5799214805342703, ""scale_offset"": 0.029331539325416087, ""w"": 0.05266732309741764, ""bias"": -0.4915715011816048, ""detect_scale"": 0}, {""scale"": 0.30823894812153774, ""scale_offset"": 0.052351265024393794, ""w"": 0.4781304468043678, ""bias"": 0.0911752463609813, ""detect_scale"": 0}], ""fnames"": [""out-linear:1"", ""gaussian:2"", ""add:2"", ""gaussian:1"", ""add:2"", ""in-linear:0"", ""multiply:2"", ""in-linear:0"", ""in-linear:0"", ""in-linear:0"", ""in-linear:0""], ""version"": ""2022-06-30""}"
588_fri_c4_1000_100,QM-11-bic,0,0.930968123989286,0.8938061168113868,"{""program"": {""codes"": [""target"", ""add:2"", ""gaussian:2"", ""gaussian:1"", ""add:2"", ""oz1"", ""oz2"", ""multiply:2"", ""oz4"", ""oz2"", ""gaussian:1"", ""oz3"", ""oz28"", ""exp:1"", ""oz31"", ""oz85"", ""gaussian:2"", ""exp:1"", ""gaussian:1"", ""linear:1"", ""oz20"", ""inverse:1"", ""gaussian:2"", ""oz60"", ""add:2"", ""oz29"", ""inverse:1"", ""oz13"", ""gaussian:2"", ""oz18"", ""exp:1"", ""log:1"", ""squared:1"", ""squared:1"", ""oz1"", ""oz90"", ""gaussian:2"", ""gaussian:1"", ""oz94"", ""multiply:2"", ""oz52"", ""add:2"", ""tanh:1""], ""data"": {}, ""qid"": 13}, ""params"": [{""scale"": 3.0487866401672363, ""scale_offset"": 0.0, ""w"": 1.144082870578191, ""bias"": -0.8373582981885022, ""detect_scale"": 0}, {}, {}, {}, {}, {""scale"": 0.43308990399039043, ""scale_offset"": 0.10261237338930368, ""w"": -1.1430926160792079, ""bias"": 0.8309755593188654, ""detect_scale"": 0}, {""scale"": 0.5904462888727171, ""scale_offset"": 0.09106477415841073, ""w"": -1.0823089442201048, ""bias"": -0.047257641251646755, ""detect_scale"": 0}, {}, {""scale"": 0.5829301743976625, ""scale_offset"": 0.02982884728908539, ""w"": -0.10789142984115516, ""bias"": 0.32725207253412913, ""detect_scale"": 0}, {""scale"": 0.5904462888727171, ""scale_offset"": 0.09106477415841073, ""w"": -1.0285933334514066, ""bias"": 0.2757458718245338, ""detect_scale"": 0}, {}, {""scale"": 0.3836864749434483, ""scale_offset"": 0.026921657951548696, ""w"": -0.7432555943268585, ""bias"": 1.2051266462511718, ""detect_scale"": 0}], ""fnames"": [""out-linear:1"", ""add:2"", ""gaussian:2"", ""gaussian:1"", ""add:2"", ""in-linear:0"", ""in-linear:0"", ""multiply:2"", ""in-linear:0"", ""in-linear:0"", ""gaussian:1"", ""in-linear:0""], ""version"": ""2022-06-30""}"
589_fri_c2_1000_25,QM-11-bic,0,0.9183836947094276,0.8803149658771825,"{""program"": {""codes"": [""target"", ""add:2"", ""gaussian:2"", ""oz3"", ""add:2"", ""gaussian:2"", ""oz2"", ""oz1"", ""tanh:1"", ""oz1"", ""oz4"", ""oz13"", ""linear:1"", ""oz9"", ""sqrt:1"", ""oz17"", ""sqrt:1"", ""multiply:2"", ""add:2"", ""oz18"", ""oz6"", ""oz12"", ""inverse:1"", ""gaussian:2"", ""log:1"", ""oz22"", ""multiply:2"", ""oz14"", ""add:2"", ""multiply:2"", ""multiply:2"", ""add:2"", ""oz21"", ""oz6"", ""multiply:2"", ""oz25"", ""inverse:1"", ""multiply:2"", ""exp:1"", ""multiply:2""], ""data"": {}, ""qid"": 7}, ""params"": [{""scale"": 2.27923983335495, ""scale_offset"": 0.0, ""w"": -2.3536778507679585, ""bias"": 0.6722457398342268, ""detect_scale"": 0}, {}, {}, {""scale"": 0.4397897749630174, ""scale_offset"": -0.059207197982817886, ""w"": -0.3957486076877428, ""bias"": 0.15776973138098865, ""detect_scale"": 0}, {}, {}, {""scale"": 0.5775331051435103, ""scale_offset"": -0.005489859907887876, ""w"": 0.6788600476628402, ""bias"": 0.19419566246161804, ""detect_scale"": 0}, {""scale"": 0.4492798332750619, ""scale_offset"": -0.02943294531479478, ""w"": 0.8739957285593589, ""bias"": -0.09416972089560485, ""detect_scale"": 0}, {}, {""scale"": 0.4492798332750619, ""scale_offset"": -0.02943294531479478, ""w"": -0.6876817983363945, ""bias"": -0.380782085103654, ""detect_scale"": 0}, {""scale"": 0.5763699009681666, ""scale_offset"": -0.00788918562233448, ""w"": -0.12313074198525856, ""bias"": -0.3580665218017523, ""detect_scale"": 0}], ""fnames"": [""out-linear:1"", ""add:2"", ""gaussian:2"", ""in-linear:0"", ""add:2"", ""gaussian:2"", ""in-linear:0"", ""in-linear:0"", ""tanh:1"", ""in-linear:0"", ""in-linear:0""], ""version"": ""2022-06-30""}"
590_fri_c0_1000_50,QM-11-bic,0,0.8853994476569942,0.8189647876682946,"{""program"": {""codes"": [""target"", ""gaussian:2"", ""add:2"", ""gaussian:2"", ""oz3"", ""oz2"", ""add:2"", ""add:2"", ""oz4"", ""oz5"", ""oz1"", ""oz1"", ""gaussian:2"", ""oz16"", ""oz15"", ""oz6"", ""oz13"", ""add:2"", ""oz9"", ""sqrt:1"", ""oz41"", ""oz47"", ""linear:1"", ""gaussian:2"", ""multiply:2"", ""oz26"", ""add:2"", ""oz18"", ""sqrt:1"", ""gaussian:2"", ""multiply:2"", ""add:2"", ""multiply:2"", ""gaussian:2"", ""inverse:1"", ""multiply:2"", ""oz48"", ""oz48""], ""data"": {}, ""qid"": 8}, ""params"": [{""scale"": 2.6742167472839355, ""scale_offset"": 0.0, ""w"": 2.2186308801200294, ""bias"": -1.0943751979313283, ""detect_scale"": 0}, {}, {}, {}, {""scale"": 0.5800368858190466, ""scale_offset"": -0.09437641666946002, ""w"": -0.6455948635311242, ""bias"": 0.000411378655286189, ""detect_scale"": 0}, {""scale"": 0.5884835562932502, ""scale_offset"": 0.062161083416081966, ""w"": -0.16112435521558602, ""bias"": -0.7935802223399568, ""detect_scale"": 0}, {}, {}, {""scale"": 0.5799119189531593, ""scale_offset"": -0.005833351084962488, ""w"": -0.1496828366579569, ""bias"": 0.3557218106860146, ""detect_scale"": 0}, {""scale"": 0.5858141161052777, ""scale_offset"": 0.054745706438086926, ""w"": -0.08931862278667978, ""bias"": -0.928252586061584, ""detect_scale"": 0}, {""scale"": 0.5846355015154608, ""scale_offset"": 0.007801987033337354, ""w"": -0.14560778038945513, ""bias"": 0.9101699344989964, ""detect_scale"": 0}, {""scale"": 0.5846355015154608, ""scale_offset"": 0.007801987033337354, ""w"": 0.3198980314099099, ""bias"": 0.04728114665316324, ""detect_scale"": 0}], ""fnames"": [""out-linear:1"", ""gaussian:2"", ""add:2"", ""gaussian:2"", ""in-linear:0"", ""in-linear:0"", ""add:2"", ""add:2"", ""in-linear:0"", ""in-linear:0"", ""in-linear:0"", ""in-linear:0""], ""version"": ""2022-06-30""}"
592_fri_c4_1000_25,QM-11-bic,0,0.8931844257186181,0.9154036137041949,"{""program"": {""codes"": [""target"", ""add:2"", ""add:2"", ""gaussian:2"", ""add:2"", ""oz1"", ""multiply:2"", ""oz2"", ""oz11"", ""oz5"", ""oz4"", ""oz2"", ""linear:1"", ""multiply:2"", ""multiply:2"", ""add:2"", ""gaussian:2"", ""oz4"", ""oz18"", ""oz8"", ""oz7"", ""multiply:2"", ""oz3"", ""oz7"", ""oz14"", ""gaussian:2"", ""gaussian:2"", ""oz16"", ""oz11"", ""gaussian:2"", ""add:2"", ""add:2"", ""gaussian:2"", ""multiply:2"", ""tanh:1"", ""oz7"", ""oz5""], ""data"": {}, ""qid"": 24}, ""params"": [{""scale"": 2.573474645614624, ""scale_offset"": 0.0, ""w"": -1.3640278279377942, ""bias"": 1.3685167984489097, ""detect_scale"": 0}, {}, {}, {}, {}, {""scale"": 0.4844143836968146, ""scale_offset"": -0.008793439735658467, ""w"": -1.1385207327113722, ""bias"": 0.3767633986285087, ""detect_scale"": 0}, {}, {""scale"": 0.5914635670431028, ""scale_offset"": -0.05525749508291483, ""w"": -1.3138808470154502, ""bias"": 0.8032999488463907, ""detect_scale"": 0}, {""scale"": 0.5782203065103728, ""scale_offset"": -0.04236857305467129, ""w"": -0.02592676317900713, ""bias"": 0.855186408249626, ""detect_scale"": 0}, {""scale"": 0.3774920946945977, ""scale_offset"": 0.02040194546058774, ""w"": 0.5960529696190243, ""bias"": 0.043679838642732886, ""detect_scale"": 0}, {""scale"": 0.5728082607331455, ""scale_offset"": 0.04084940392430872, ""w"": -0.17304498627341158, ""bias"": 0.24911751027012333, ""detect_scale"": 0}, {""scale"": 0.5914635670431028, ""scale_offset"": -0.05525749508291483, ""w"": -0.30323932090196487, ""bias"": 0.49378004296284705, ""detect_scale"": 0}], ""fnames"": [""out-linear:1"", ""add:2"", ""add:2"", ""gaussian:2"", ""add:2"", ""in-linear:0"", ""multiply:2"", ""in-linear:0"", ""in-linear:0"", ""in-linear:0"", ""in-linear:0"", ""in-linear:0""], ""version"": ""2022-06-30""}"
593_fri_c1_1000_10,QM-11-bic,0,0.9513179458119706,0.9222586805351444,"{""program"": {""codes"": [""target"", ""add:2"", ""add:2"", ""add:2"", ""gaussian:2"", ""oz2"", ""gaussian:2"", ""oz2"", ""oz1"", ""oz4"", ""oz1"", ""oz5"", ""add:2"", ""oz3"", ""linear:1"", ""oz1"", ""multiply:2"", ""oz6"", ""oz7"", ""multiply:2"", ""multiply:2"", ""oz7"", ""oz2"", ""gaussian:2"", ""oz3"", ""squared:1"", ""gaussian:2"", ""oz2"", ""oz6"", ""gaussian:2"", ""multiply:2"", ""oz6"", ""oz2"", ""exp:1"", ""inverse:1"", ""oz6"", ""oz8"", ""oz8"", ""oz5"", ""oz2"", ""inverse:1""], ""data"": {}, ""qid"": 3}, ""params"": [{""scale"": 2.540537118911743, ""scale_offset"": 0.0, ""w"": 1.4419436003358708, ""bias"": 0.0015629284791888174, ""detect_scale"": 0}, {}, {}, {}, {}, {""scale"": 0.572995872242384, ""scale_offset"": -0.05514881034824066, ""w"": -0.36057404860253606, ""bias"": 0.09690342963187613, ""detect_scale"": 0}, {}, {""scale"": 0.572995872242384, ""scale_offset"": -0.05514881034824066, ""w"": -1.2940028043224834, ""bias"": 0.6155671070775337, ""detect_scale"": 0}, {""scale"": 0.44501098892704266, ""scale_offset"": -0.06311466435308102, ""w"": 1.4812868204208607, ""bias"": -0.4902589354763623, ""detect_scale"": 0}, {""scale"": 0.5849318720207716, ""scale_offset"": 0.002084674177691344, ""w"": 0.18329934295283543, ""bias"": -1.2779212393019617, ""detect_scale"": 0}, {""scale"": 0.44501098892704266, ""scale_offset"": -0.06311466435308102, ""w"": 0.12497140339316032, ""bias"": -0.9035014360641761, ""detect_scale"": 0}, {""scale"": 0.5751054694955673, ""scale_offset"": -0.0049879216607660055, ""w"": 0.09391074130021315, ""bias"": 1.5198494717888742, ""detect_scale"": 0}], ""fnames"": [""out-linear:1"", ""add:2"", ""add:2"", ""add:2"", ""gaussian:2"", ""in-linear:0"", ""gaussian:2"", ""in-linear:0"", ""in-linear:0"", ""in-linear:0"", ""in-linear:0"", ""in-linear:0""], ""version"": ""2022-06-30""}"
595_fri_c0_1000_10,QM-11-bic,0,0.9061539786399697,0.9107483874984618,"{""program"": {""codes"": [""target"", ""add:2"", ""add:2"", ""gaussian:2"", ""oz3"", ""oz4"", ""gaussian:2"", ""multiply:2"", ""oz1"", ""oz2"", ""oz4"", ""oz5"", ""oz2"", ""gaussian:2"", ""oz1"", ""multiply:2"", ""tanh:1"", ""squared:1"", ""oz9"", ""multiply:2"", ""oz9"", ""gaussian:2"", ""gaussian:2"", ""oz6"", ""oz8"", ""add:2"", ""gaussian:2"", ""gaussian:2"", ""add:2"", ""oz9"", ""oz2"", ""oz6"", ""add:2"", ""gaussian:2"", ""multiply:2"", ""gaussian:2"", ""add:2"", ""linear:1""], ""data"": {}, ""qid"": 10}, ""params"": [{""scale"": 2.3975071907043457, ""scale_offset"": 0.0, ""w"": -1.4329184483161492, ""bias"": 1.6850450697942483, ""detect_scale"": 0}, {}, {}, {}, {""scale"": 0.581078690798803, ""scale_offset"": -0.08944342054612935, ""w"": -0.5147131039603774, ""bias"": 0.019808356065327968, ""detect_scale"": 0}, {""scale"": 0.5813980591043106, ""scale_offset"": -0.024249032055027785, ""w"": 0.251451459876455, ""bias"": 0.454078841696497, ""detect_scale"": 0}, {}, {}, {""scale"": 0.591679729511647, ""scale_offset"": 0.07763938016304746, ""w"": -1.5141624394003614, ""bias"": -1.72641313128632, ""detect_scale"": 0}, {""scale"": 0.558881191356664, ""scale_offset"": 0.10111395676992833, ""w"": -0.5470831098606027, ""bias"": -0.5768061092677651, ""detect_scale"": 0}, {""scale"": 0.5813980591043106, ""scale_offset"": -0.024249032055027785, ""w"": 0.07455808700136841, ""bias"": 0.6028616434579555, ""detect_scale"": 0}, {""scale"": 0.5861914881284038, ""scale_offset"": 0.014600770773366094, ""w"": -0.13786423357998284, ""bias"": 0.4062636707212573, ""detect_scale"": 0}], ""fnames"": [""out-linear:1"", ""add:2"", ""add:2"", ""gaussian:2"", ""in-linear:0"", ""in-linear:0"", ""gaussian:2"", ""multiply:2"", ""in-linear:0"", ""in-linear:0"", ""in-linear:0"", ""in-linear:0""], ""version"": ""2022-06-30""}"
598_fri_c0_1000_25,QM-11-bic,0,0.8954457712298002,0.8816787369956876,"{""program"": {""codes"": [""target"", ""gaussian:2"", ""oz3"", ""multiply:2"", ""multiply:2"", ""gaussian:2"", ""oz1"", ""add:2"", ""oz4"", ""oz2"", ""oz5"", ""oz2"", ""multiply:2"", ""gaussian:2"", ""multiply:2"", ""log:1"", ""squared:1"", ""oz23"", ""multiply:2"", ""multiply:2"", ""oz21"", ""oz14"", ""add:2"", ""oz17"", ""inverse:1"", ""oz18"", ""gaussian:2"", ""squared:1"", ""multiply:2"", ""oz18"", ""add:2"", ""add:2"", ""multiply:2"", ""oz9"", ""gaussian:2"", ""sqrt:1"", ""oz7""], ""data"": {}, ""qid"": 17}, ""params"": [{""scale"": 2.4216439723968506, ""scale_offset"": 0.0, ""w"": -3.133978230553204, ""bias"": 1.3442891171861506, ""detect_scale"": 0}, {}, {""scale"": 0.5862904298693743, ""scale_offset"": -0.014543075606226922, ""w"": 0.3928727104347742, ""bias"": -0.004212327513165629, ""detect_scale"": 0}, {}, {}, {}, {""scale"": 0.5891723753528597, ""scale_offset"": 0.0170892179813236, ""w"": 0.30177834978797863, ""bias"": -0.1347012484146999, ""detect_scale"": 0}, {}, {""scale"": 0.5763555853468847, ""scale_offset"": -0.008342440906912085, ""w"": -0.05397613505431962, ""bias"": 0.031770743347640004, ""detect_scale"": 0}, {""scale"": 0.5798427121289942, ""scale_offset"": -0.011953813747502864, ""w"": -0.1459021687023183, ""bias"": 0.9719503524427165, ""detect_scale"": 0}, {""scale"": 0.5816488661130679, ""scale_offset"": -0.06311895452812313, ""w"": 0.19964604264774205, ""bias"": 1.8834468237244453, ""detect_scale"": 0}, {""scale"": 0.5798427121289942, ""scale_offset"": -0.011953813747502864, ""w"": 1.1502987979875243, ""bias"": -2.7787147891896327, ""detect_scale"": 0}], ""fnames"": [""out-linear:1"", ""gaussian:2"", ""in-linear:0"", ""multiply:2"", ""multiply:2"", ""gaussian:2"", ""in-linear:0"", ""add:2"", ""in-linear:0"", ""in-linear:0"", ""in-linear:0"", ""in-linear:0""], ""version"": ""2022-06-30""}"
599_fri_c2_1000_5,QM-11-bic,0,0.9412262635935554,0.9174446897624178,"{""program"": {""codes"": [""target"", ""add:2"", ""multiply:2"", ""oz4"", ""gaussian:2"", ""gaussian:2"", ""oz3"", ""add:2"", ""oz1"", ""oz2"", ""oz1"", ""oz5"", ""log:1"", ""gaussian:2"", ""gaussian:1"", ""gaussian:2"", ""oz5"", ""oz4"", ""linear:1"", ""oz1"", ""multiply:2"", ""oz2"", ""oz2"", ""oz1"", ""add:2"", ""add:2"", ""add:2"", ""multiply:2"", ""add:2"", ""oz4"", ""gaussian:2"", ""oz5"", ""gaussian:2"", ""sqrt:1"", ""oz4"", ""oz1"", ""exp:1"", ""multiply:2"", ""oz1"", ""oz2""], ""data"": {}, ""qid"": 19}, ""params"": [{""scale"": 2.0889313220977783, ""scale_offset"": 0.0, ""w"": -0.56213889458086, ""bias"": -1.503202814148799, ""detect_scale"": 0}, {}, {}, {""scale"": 0.5588068061173186, ""scale_offset"": 0.12068598363152705, ""w"": -0.4476892951403223, ""bias"": -3.0292408021532418, ""detect_scale"": 0}, {}, {}, {""scale"": 0.36560011537273235, ""scale_offset"": 0.0947960485178046, ""w"": -0.5241584061977146, ""bias"": 0.023685320713572003, ""detect_scale"": 0}, {}, {""scale"": 0.44252304469026926, ""scale_offset"": -0.02716725790780038, ""w"": -1.1026283649357291, ""bias"": 0.7667925023861574, ""detect_scale"": 0}, {""scale"": 0.5838016120330691, ""scale_offset"": 0.015313677608966828, ""w"": -0.9707479635442339, ""bias"": 0.06817378073482083, ""detect_scale"": 0}, {""scale"": 0.44252304469026926, ""scale_offset"": -0.02716725790780038, ""w"": 0.34725023738999894, ""bias"": -0.16690333935656293, ""detect_scale"": 0}, {""scale"": 0.5860612555200814, ""scale_offset"": -0.015344625456258655, ""w"": -0.28238703801152504, ""bias"": -0.7452126945488642, ""detect_scale"": 0}], ""fnames"": [""out-linear:1"", ""add:2"", ""multiply:2"", ""in-linear:0"", ""gaussian:2"", ""gaussian:2"", ""in-linear:0"", ""add:2"", ""in-linear:0"", ""in-linear:0"", ""in-linear:0"", ""in-linear:0""], ""version"": ""2022-06-30""}"
606_fri_c2_1000_10,QM-11-bic,0,0.9244488291334161,0.912869861456993,"{""program"": {""codes"": [""target"", ""gaussian:2"", ""multiply:2"", ""oz4"", ""add:2"", ""oz5"", ""gaussian:2"", ""add:2"", ""oz1"", ""oz2"", ""oz3"", ""oz1"", ""multiply:2"", ""tanh:1"", ""oz3"", ""multiply:2"", ""multiply:2"", ""oz5"", ""gaussian:1"", ""gaussian:2"", ""gaussian:2"", ""linear:1"", ""add:2"", ""oz8"", ""log:1"", ""oz9"", ""gaussian:1"", ""multiply:2"", ""oz3"", ""add:2"", ""gaussian:1"", ""oz1"", ""gaussian:1"", ""multiply:2"", ""gaussian:2"", ""tanh:1""], ""data"": {}, ""qid"": 24}, ""params"": [{""scale"": 2.3517065048217773, ""scale_offset"": 0.0, ""w"": 2.8412180915516267, ""bias"": -1.3026458461576313, ""detect_scale"": 0}, {}, {}, {""scale"": 0.5821335967780394, ""scale_offset"": 0.003774699106812477, ""w"": -0.07289295593429615, ""bias"": 0.5081827165639886, ""detect_scale"": 0}, {}, {""scale"": 0.5838390341324114, ""scale_offset"": 0.035960768304765224, ""w"": -0.10760276868789109, ""bias"": 0.9216500682366868, ""detect_scale"": 0}, {}, {}, {""scale"": 0.4644353718416545, ""scale_offset"": 0.029442511759698392, ""w"": 1.3340077113919524, ""bias"": -1.4935121655084593, ""detect_scale"": 0}, {""scale"": 0.5741601616895239, ""scale_offset"": 0.013875082085141911, ""w"": 1.162683314400102, ""bias"": 0.4470144347157426, ""detect_scale"": 0}, {""scale"": 0.3577041111478564, ""scale_offset"": 0.006790489736944437, ""w"": 0.566432318147014, ""bias"": -0.22458200124932862, ""detect_scale"": 0}, {""scale"": 0.4644353718416545, ""scale_offset"": 0.029442511759698392, ""w"": 0.3358233924640257, ""bias"": -0.1330420672732143, ""detect_scale"": 0}], ""fnames"": [""out-linear:1"", ""gaussian:2"", ""multiply:2"", ""in-linear:0"", ""add:2"", ""in-linear:0"", ""gaussian:2"", ""add:2"", ""in-linear:0"", ""in-linear:0"", ""in-linear:0"", ""in-linear:0""], ""version"": ""2022-06-30""}"
607_fri_c4_1000_50,QM-11-bic,0,0.894424580831283,0.890215310931528,"{""program"": {""codes"": [""target"", ""gaussian:2"", ""gaussian:2"", ""oz4"", ""add:2"", ""gaussian:2"", ""oz2"", ""oz1"", ""oz25"", ""oz5"", ""gaussian:2"", ""add:2"", ""oz50"", ""oz5"", ""oz8"", ""oz27"", ""multiply:2"", ""oz17"", ""multiply:2"", ""squared:1"", ""exp:1"", ""exp:1"", ""oz35"", ""multiply:2"", ""add:2"", ""gaussian:1"", ""oz21"", ""tanh:1"", ""oz13"", ""oz48"", ""gaussian:1"", ""add:2"", ""oz3"", ""oz42"", ""add:2"", ""oz11"", ""add:2"", ""add:2"", ""add:2"", ""multiply:2""], ""data"": {}, ""qid"": 23}, ""params"": [{""scale"": 2.29723596572876, ""scale_offset"": 0.0, ""w"": -2.8946412830974264, ""bias"": 1.2494797344270498, ""detect_scale"": 0}, {}, {}, {""scale"": 0.5854179047361433, ""scale_offset"": 0.09557962902355939, ""w"": -0.10158879126103668, ""bias"": 0.3298620082856424, ""detect_scale"": 0}, {}, {}, {""scale"": 0.5878662698366396, ""scale_offset"": -0.10196567466855049, ""w"": 0.7681431181468759, ""bias"": -0.4066482996366923, ""detect_scale"": 0}, {""scale"": 0.43586245826275155, ""scale_offset"": -0.12581298570067156, ""w"": -1.0106683698867749, ""bias"": 0.33637673220686637, ""detect_scale"": 0}, {""scale"": 0.5704918108598996, ""scale_offset"": 0.04183972390519921, ""w"": -0.014627141835697084, ""bias"": -0.38911570145250496, ""detect_scale"": 0}, {""scale"": 0.44649916638771364, ""scale_offset"": -0.07654502211138606, ""w"": -0.4392529260558139, ""bias"": 0.021976914774910324, ""detect_scale"": 0}], ""fnames"": [""out-linear:1"", ""gaussian:2"", ""gaussian:2"", ""in-linear:0"", ""add:2"", ""gaussian:2"", ""in-linear:0"", ""in-linear:0"", ""in-linear:0"", ""in-linear:0""], ""version"": ""2022-06-30""}"
608_fri_c3_1000_10,QM-11-bic,0,0.9118264192039984,0.9158347191894951,"{""program"": {""codes"": [""target"", ""add:2"", ""gaussian:2"", ""oz1"", ""add:2"", ""oz2"", ""oz1"", ""add:2"", ""oz2"", ""multiply:2"", ""oz5"", ""oz4"", ""multiply:2"", ""oz6"", ""oz7"", ""multiply:2"", ""multiply:2"", ""oz7"", ""oz2"", ""gaussian:2"", ""oz3"", ""squared:1"", ""gaussian:2"", ""oz2"", ""oz6"", ""gaussian:2"", ""multiply:2"", ""oz6"", ""oz2"", ""exp:1"", ""inverse:1"", ""oz6"", ""oz8"", ""oz8"", ""oz5"", ""oz2"", ""oz1"", ""tanh:1""], ""data"": {}, ""qid"": 3}, ""params"": [{""scale"": 3.1032732725143433, ""scale_offset"": 0.0, ""w"": -1.094628721770975, ""bias"": 0.24508470194271284, ""detect_scale"": 0}, {}, {}, {""scale"": 0.39619330602751107, ""scale_offset"": -0.011078495108522475, ""w"": -0.7161569040603306, ""bias"": 0.04533903794376891, ""detect_scale"": 0}, {}, {""scale"": 0.5770468130723961, ""scale_offset"": -0.04134751809202135, ""w"": -1.2021982820202837, ""bias"": -0.7534010676783247, ""detect_scale"": 0}, {""scale"": 0.39619330602751107, ""scale_offset"": -0.011078495108522475, ""w"": -1.2057950748930433, ""bias"": 1.8187616561025135, ""detect_scale"": 0}, {}, {""scale"": 0.5770468130723961, ""scale_offset"": -0.04134751809202135, ""w"": -0.2744897716997066, ""bias"": -0.005784280871147746, ""detect_scale"": 0}, {}, {""scale"": 0.3773438872505493, ""scale_offset"": -0.080313570542261, ""w"": -0.22228614825403417, ""bias"": -0.15670204904726873, ""detect_scale"": 0}, {""scale"": 0.579428218049946, ""scale_offset"": -0.12373743607196958, ""w"": 1.428606615899581, ""bias"": -0.15393780965172166, ""detect_scale"": 0}], ""fnames"": [""out-linear:1"", ""add:2"", ""gaussian:2"", ""in-linear:0"", ""add:2"", ""in-linear:0"", ""in-linear:0"", ""add:2"", ""in-linear:0"", ""multiply:2"", ""in-linear:0"", ""in-linear:0""], ""version"": ""2022-06-30""}"
