dataset,model,randomseed,train_r2,test_r2,json
590_fri_c0_1000_50,"Lasso(alpha=0.05, max_iter=100000)",4,0.7256530655608726,0.6849610087312952,
590_fri_c0_1000_50,RandomForestRegressor(n_estimators=200),0,0.963574033028304,0.7153069821161042,
590_fri_c0_1000_50,RandomForestRegressor(n_estimators=200),1,0.9553267425399178,0.6684309806388193,
590_fri_c0_1000_50,RandomForestRegressor(n_estimators=200),2,0.9496344268758852,0.6804246206433551,
590_fri_c0_1000_50,RandomForestRegressor(n_estimators=200),3,0.9622756492323248,0.6564988154781557,
590_fri_c0_1000_50,RandomForestRegressor(n_estimators=200),4,0.9523046395615864,0.6939106326223873,
590_fri_c0_1000_50,GradientBoostingRegressor(n_estimators=200),0,0.9988936452720912,0.8158384017105752,
590_fri_c0_1000_50,GradientBoostingRegressor(n_estimators=200),1,0.9991587836802486,0.7985155760392095,
590_fri_c0_1000_50,GradientBoostingRegressor(n_estimators=200),2,0.9994633505500116,0.8123011444055235,
590_fri_c0_1000_50,GradientBoostingRegressor(n_estimators=200),3,0.998672684598675,0.805588824666242,
590_fri_c0_1000_50,GradientBoostingRegressor(n_estimators=200),4,0.999218304058394,0.8130622084242389,
592_fri_c4_1000_25,LinearRegression(),0,0.3823223103424515,0.1709446184246943,
592_fri_c4_1000_25,LinearRegression(),1,0.3156934613508246,0.2431933458726209,
592_fri_c4_1000_25,LinearRegression(),2,0.3657733455630649,0.1955262485705917,
592_fri_c4_1000_25,LinearRegression(),3,0.322093048273384,0.2278401445667557,
592_fri_c4_1000_25,LinearRegression(),4,0.3167358846346696,0.2062085420629935,
592_fri_c4_1000_25,"Lasso(alpha=0.05, max_iter=100000)",0,0.3100737014066662,0.1607486873255057,
592_fri_c4_1000_25,"Lasso(alpha=0.05, max_iter=100000)",1,0.2652248113728559,0.2221788197451311,
592_fri_c4_1000_25,"Lasso(alpha=0.05, max_iter=100000)",2,0.283251776934447,0.1921877871830793,
592_fri_c4_1000_25,"Lasso(alpha=0.05, max_iter=100000)",3,0.2554406059381039,0.2007964085252206,
592_fri_c4_1000_25,"Lasso(alpha=0.05, max_iter=100000)",4,0.2340599110230953,0.1795433059852562,
592_fri_c4_1000_25,RandomForestRegressor(n_estimators=200),0,0.9658849513984092,0.814627736661068,
592_fri_c4_1000_25,RandomForestRegressor(n_estimators=200),1,0.9674259215778848,0.7931920034807349,
592_fri_c4_1000_25,RandomForestRegressor(n_estimators=200),2,0.970985112330562,0.7706858984957904,
592_fri_c4_1000_25,RandomForestRegressor(n_estimators=200),3,0.9687763417664274,0.8029918095798755,
592_fri_c4_1000_25,RandomForestRegressor(n_estimators=200),4,0.9682483499430652,0.7918437303637627,
592_fri_c4_1000_25,GradientBoostingRegressor(n_estimators=200),0,0.9982814699522096,0.8499132721755834,
592_fri_c4_1000_25,GradientBoostingRegressor(n_estimators=200),1,0.9983378074051142,0.8608498048367702,
592_fri_c4_1000_25,GradientBoostingRegressor(n_estimators=200),2,0.998598244698302,0.8440943759403989,
592_fri_c4_1000_25,GradientBoostingRegressor(n_estimators=200),3,0.9985685651730416,0.8451836853919186,
592_fri_c4_1000_25,GradientBoostingRegressor(n_estimators=200),4,0.9974075780830584,0.8370337755478146,
593_fri_c1_1000_10,LinearRegression(),0,0.3088631478486513,0.2817291643492705,
593_fri_c1_1000_10,LinearRegression(),1,0.2814382576760894,0.2741235368633784,
593_fri_c1_1000_10,LinearRegression(),2,0.3885402719348209,0.235418484060627,
593_fri_c1_1000_10,LinearRegression(),3,0.2705497844868824,0.2912115938858458,
593_fri_c1_1000_10,LinearRegression(),4,0.3447484631531756,0.2546309303368743,
593_fri_c1_1000_10,"Lasso(alpha=0.05, max_iter=100000)",0,0.296114633498779,0.2728947979611917,
593_fri_c1_1000_10,"Lasso(alpha=0.05, max_iter=100000)",1,0.2603558793746237,0.2893374840070488,
593_fri_c1_1000_10,"Lasso(alpha=0.05, max_iter=100000)",2,0.3745920522186718,0.2546296428582497,
593_fri_c1_1000_10,"Lasso(alpha=0.05, max_iter=100000)",3,0.2582617824539687,0.2813248710623774,
593_fri_c1_1000_10,"Lasso(alpha=0.05, max_iter=100000)",4,0.3312415777164676,0.2743692700645591,
593_fri_c1_1000_10,RandomForestRegressor(n_estimators=200),0,0.9781139047576554,0.8265538787839405,
593_fri_c1_1000_10,RandomForestRegressor(n_estimators=200),1,0.9776630488811228,0.8419643123302664,
593_fri_c1_1000_10,RandomForestRegressor(n_estimators=200),2,0.9799362319313296,0.8009073422236966,
593_fri_c1_1000_10,RandomForestRegressor(n_estimators=200),3,0.976909779187856,0.8413985696869957,
593_fri_c1_1000_10,RandomForestRegressor(n_estimators=200),4,0.9785454683671893,0.8273933394529237,
593_fri_c1_1000_10,GradientBoostingRegressor(n_estimators=200),0,0.9982874592932808,0.8864627080442447,
593_fri_c1_1000_10,GradientBoostingRegressor(n_estimators=200),1,0.9983493349336772,0.8950157857053773,
593_fri_c1_1000_10,GradientBoostingRegressor(n_estimators=200),2,0.9982462967878212,0.8709098815533574,
593_fri_c1_1000_10,GradientBoostingRegressor(n_estimators=200),3,0.998391975276946,0.9016704675436208,
593_fri_c1_1000_10,GradientBoostingRegressor(n_estimators=200),4,0.9977216853763328,0.9028679721284932,
595_fri_c0_1000_10,LinearRegression(),0,0.678637744738382,0.7174692041969759,
595_fri_c0_1000_10,LinearRegression(),1,0.6959595666887036,0.7049898377437394,
595_fri_c0_1000_10,LinearRegression(),2,0.7311015258148506,0.6949370300872655,
595_fri_c0_1000_10,LinearRegression(),3,0.7652416111587788,0.6841700926141174,
595_fri_c0_1000_10,LinearRegression(),4,0.7072386877485867,0.6976306440730796,
595_fri_c0_1000_10,"Lasso(alpha=0.05, max_iter=100000)",0,0.6585297887487007,0.6923291601907081,
595_fri_c0_1000_10,"Lasso(alpha=0.05, max_iter=100000)",1,0.6769238696602997,0.6743338437679957,
595_fri_c0_1000_10,"Lasso(alpha=0.05, max_iter=100000)",2,0.711569318787902,0.6963341502017207,
595_fri_c0_1000_10,"Lasso(alpha=0.05, max_iter=100000)",3,0.7496566678800254,0.6972555045710443,
595_fri_c0_1000_10,"Lasso(alpha=0.05, max_iter=100000)",4,0.6876752356311733,0.714914939977212,
595_fri_c0_1000_10,RandomForestRegressor(n_estimators=200),0,0.9644302002912108,0.7781015891996446,
595_fri_c0_1000_10,RandomForestRegressor(n_estimators=200),1,0.9627552573291964,0.7300951154116037,
595_fri_c0_1000_10,RandomForestRegressor(n_estimators=200),2,0.9675763265332454,0.7503483387565243,
595_fri_c0_1000_10,RandomForestRegressor(n_estimators=200),3,0.9707669697801284,0.7730298755109111,
595_fri_c0_1000_10,RandomForestRegressor(n_estimators=200),4,0.9662956887052796,0.7679666803435069,
595_fri_c0_1000_10,GradientBoostingRegressor(n_estimators=200),0,0.9970316873978402,0.8550204942956398,
595_fri_c0_1000_10,GradientBoostingRegressor(n_estimators=200),1,0.9962835702565348,0.8465939185281072,
595_fri_c0_1000_10,GradientBoostingRegressor(n_estimators=200),2,0.9964314065052932,0.8411293868744366,
595_fri_c0_1000_10,GradientBoostingRegressor(n_estimators=200),3,0.9972554493266206,0.8406644220108206,
595_fri_c0_1000_10,GradientBoostingRegressor(n_estimators=200),4,0.9968071363482086,0.8517434328634195,
598_fri_c0_1000_25,LinearRegression(),0,0.7452503286089489,0.6664149811211915,
598_fri_c0_1000_25,LinearRegression(),1,0.6979021977402302,0.6858133524229004,
598_fri_c0_1000_25,LinearRegression(),2,0.725857541807191,0.6680304601160018,
598_fri_c0_1000_25,LinearRegression(),3,0.7582021078527428,0.6520834759648674,
598_fri_c0_1000_25,LinearRegression(),4,0.6843805244295456,0.6813915306979256,
598_fri_c0_1000_25,"Lasso(alpha=0.05, max_iter=100000)",0,0.7174775253438022,0.6863869454974729,
598_fri_c0_1000_25,"Lasso(alpha=0.05, max_iter=100000)",1,0.6616282709659036,0.6934969628823344,
598_fri_c0_1000_25,"Lasso(alpha=0.05, max_iter=100000)",2,0.6970259419300847,0.689836854258831,
598_fri_c0_1000_25,"Lasso(alpha=0.05, max_iter=100000)",3,0.7235333792001384,0.6893362208717355,
598_fri_c0_1000_25,"Lasso(alpha=0.05, max_iter=100000)",4,0.6499138822292708,0.6858307531680461,
598_fri_c0_1000_25,RandomForestRegressor(n_estimators=200),0,0.9614053712382054,0.7279602174982529,
598_fri_c0_1000_25,RandomForestRegressor(n_estimators=200),1,0.9529415763291148,0.7185237935463638,
598_fri_c0_1000_25,RandomForestRegressor(n_estimators=200),2,0.9612319062746588,0.7381785543984667,
598_fri_c0_1000_25,RandomForestRegressor(n_estimators=200),3,0.9653192964452376,0.6944557695950089,
598_fri_c0_1000_25,RandomForestRegressor(n_estimators=200),4,0.9549091758099372,0.7322932791462653,
598_fri_c0_1000_25,GradientBoostingRegressor(n_estimators=200),0,0.9985838792829452,0.8417695855535873,
598_fri_c0_1000_25,GradientBoostingRegressor(n_estimators=200),1,0.9978622293722836,0.849771490502696,
598_fri_c0_1000_25,GradientBoostingRegressor(n_estimators=200),2,0.9985597507127024,0.8311725192827417,
598_fri_c0_1000_25,GradientBoostingRegressor(n_estimators=200),3,0.9990060649751245,0.8337991966348427,
598_fri_c0_1000_25,GradientBoostingRegressor(n_estimators=200),4,0.9980522738615653,0.8595925123864322,
599_fri_c2_1000_5,LinearRegression(),0,0.3636797678638551,0.2539768601102951,
599_fri_c2_1000_5,LinearRegression(),1,0.355138726668587,0.2748518184645402,
599_fri_c2_1000_5,LinearRegression(),2,0.3075620401836848,0.294935853753497,
599_fri_c2_1000_5,LinearRegression(),3,0.3671498287237202,0.2560747790090818,
599_fri_c2_1000_5,LinearRegression(),4,0.3309215822488875,0.2593145899953903,
599_fri_c2_1000_5,"Lasso(alpha=0.05, max_iter=100000)",0,0.3468146727097432,0.258377516741308,
599_fri_c2_1000_5,"Lasso(alpha=0.05, max_iter=100000)",1,0.3369574167867003,0.2715624427635655,
599_fri_c2_1000_5,"Lasso(alpha=0.05, max_iter=100000)",2,0.2945385667174753,0.2700723563957224,
599_fri_c2_1000_5,"Lasso(alpha=0.05, max_iter=100000)",3,0.3410023352740337,0.2357291275272285,
599_fri_c2_1000_5,"Lasso(alpha=0.05, max_iter=100000)",4,0.3154099284699514,0.2686555117710034,
599_fri_c2_1000_5,RandomForestRegressor(n_estimators=200),0,0.98570964901821,0.8915258021288768,
599_fri_c2_1000_5,RandomForestRegressor(n_estimators=200),1,0.984331780508344,0.8463955179843776,
599_fri_c2_1000_5,RandomForestRegressor(n_estimators=200),2,0.9826250048272164,0.8914773843403321,
599_fri_c2_1000_5,RandomForestRegressor(n_estimators=200),3,0.9828967907505416,0.877880487187502,
599_fri_c2_1000_5,RandomForestRegressor(n_estimators=200),4,0.985412835307778,0.8567169951624869,
599_fri_c2_1000_5,GradientBoostingRegressor(n_estimators=200),0,0.9974411586704828,0.9120003042285733,
599_fri_c2_1000_5,GradientBoostingRegressor(n_estimators=200),1,0.9962730697358052,0.8883618945786209,
599_fri_c2_1000_5,GradientBoostingRegressor(n_estimators=200),2,0.9973523472440972,0.9317622828481068,
599_fri_c2_1000_5,GradientBoostingRegressor(n_estimators=200),3,0.9965337308765956,0.9107742918518712,
599_fri_c2_1000_5,GradientBoostingRegressor(n_estimators=200),4,0.997572403764282,0.8980393764430015,
606_fri_c2_1000_10,LinearRegression(),0,0.2942600934923869,0.2945053770952618,
606_fri_c2_1000_10,LinearRegression(),1,0.329454119982328,0.310524598941433,
606_fri_c2_1000_10,LinearRegression(),2,0.3270591380096276,0.30784768285358,
606_fri_c2_1000_10,LinearRegression(),3,0.3974357347184865,0.2635895985164294,
606_fri_c2_1000_10,LinearRegression(),4,0.3559675075592901,0.2776048575046805,
606_fri_c2_1000_10,"Lasso(alpha=0.05, max_iter=100000)",0,0.2675765927127442,0.2643087251451016,
606_fri_c2_1000_10,"Lasso(alpha=0.05, max_iter=100000)",1,0.3082646317856269,0.3124751781130658,
606_fri_c2_1000_10,"Lasso(alpha=0.05, max_iter=100000)",2,0.3094820707022696,0.2994806685140773,
606_fri_c2_1000_10,"Lasso(alpha=0.05, max_iter=100000)",3,0.3734919004798124,0.2756434716449023,
606_fri_c2_1000_10,"Lasso(alpha=0.05, max_iter=100000)",4,0.3335934839243579,0.2830064491099487,
606_fri_c2_1000_10,RandomForestRegressor(n_estimators=200),0,0.9748389692677284,0.8425589142093834,
606_fri_c2_1000_10,RandomForestRegressor(n_estimators=200),1,0.9777978022060422,0.8415599553468154,
606_fri_c2_1000_10,RandomForestRegressor(n_estimators=200),2,0.9747052748328217,0.8288982888122751,
606_fri_c2_1000_10,RandomForestRegressor(n_estimators=200),3,0.9753860384843294,0.8250597642956887,
606_fri_c2_1000_10,RandomForestRegressor(n_estimators=200),4,0.978756657986382,0.8265808710651957,
606_fri_c2_1000_10,GradientBoostingRegressor(n_estimators=200),0,0.9981881042139188,0.8727822419580182,
606_fri_c2_1000_10,GradientBoostingRegressor(n_estimators=200),1,0.996929119408674,0.8903504759711565,
606_fri_c2_1000_10,GradientBoostingRegressor(n_estimators=200),2,0.9978980387944052,0.8753110157150823,
606_fri_c2_1000_10,GradientBoostingRegressor(n_estimators=200),3,0.9983183197018596,0.8867145461303437,
606_fri_c2_1000_10,GradientBoostingRegressor(n_estimators=200),4,0.998449924052494,0.8788523572701963,
607_fri_c4_1000_50,LinearRegression(),0,0.3534782474176833,0.1693995886074145,
607_fri_c4_1000_50,LinearRegression(),1,0.3804708187454492,0.1438277449316534,
607_fri_c4_1000_50,LinearRegression(),2,0.3591331343262425,0.0593631402616223,
607_fri_c4_1000_50,LinearRegression(),3,0.4929416062670376,-0.0188645043453514,
607_fri_c4_1000_50,LinearRegression(),4,0.4286286590293318,0.0780759087983434,
607_fri_c4_1000_50,"Lasso(alpha=0.05, max_iter=100000)",0,0.2765929319744292,0.1941086310658206,
607_fri_c4_1000_50,"Lasso(alpha=0.05, max_iter=100000)",1,0.2987849628414503,0.2023950132873639,
607_fri_c4_1000_50,"Lasso(alpha=0.05, max_iter=100000)",2,0.2220360375873911,0.1797886350514251,
607_fri_c4_1000_50,"Lasso(alpha=0.05, max_iter=100000)",3,0.4017183728121485,0.1849671396473317,
607_fri_c4_1000_50,"Lasso(alpha=0.05, max_iter=100000)",4,0.3524817451827879,0.187864315466494,
607_fri_c4_1000_50,RandomForestRegressor(n_estimators=200),0,0.9625422046167716,0.7103642652174649,
607_fri_c4_1000_50,RandomForestRegressor(n_estimators=200),1,0.9635396880216844,0.7232124818146319,
607_fri_c4_1000_50,RandomForestRegressor(n_estimators=200),2,0.9608539808987264,0.7801106969591237,
607_fri_c4_1000_50,RandomForestRegressor(n_estimators=200),3,0.9748186618121106,0.7570122564307179,
607_fri_c4_1000_50,RandomForestRegressor(n_estimators=200),4,0.9688560675447114,0.7817542478735637,
607_fri_c4_1000_50,GradientBoostingRegressor(n_estimators=200),0,0.9990590522401696,0.8375146472510274,
607_fri_c4_1000_50,GradientBoostingRegressor(n_estimators=200),1,0.9990838889591036,0.8203345711222211,
607_fri_c4_1000_50,GradientBoostingRegressor(n_estimators=200),2,0.9987557858585098,0.8386065965706313,
607_fri_c4_1000_50,GradientBoostingRegressor(n_estimators=200),3,0.9991228560616804,0.8198527308571384,
607_fri_c4_1000_50,GradientBoostingRegressor(n_estimators=200),4,0.9989571148167026,0.848603423598896,
608_fri_c3_1000_10,LinearRegression(),0,0.307623346911676,0.2325045568198348,
608_fri_c3_1000_10,LinearRegression(),1,0.3153108136841344,0.2642192556757923,
608_fri_c3_1000_10,LinearRegression(),2,0.2801902653206463,0.2840310257965145,
608_fri_c3_1000_10,LinearRegression(),3,0.3100246475219321,0.256606085764391,
608_fri_c3_1000_10,LinearRegression(),4,0.2798379849209749,0.264223832220602,
608_fri_c3_1000_10,"Lasso(alpha=0.05, max_iter=100000)",0,0.256623237040727,0.1988003537970143,
608_fri_c3_1000_10,"Lasso(alpha=0.05, max_iter=100000)",1,0.2738099731369751,0.2184567900873013,
608_fri_c3_1000_10,"Lasso(alpha=0.05, max_iter=100000)",2,0.2133528603831895,0.2467234481907871,
608_fri_c3_1000_10,"Lasso(alpha=0.05, max_iter=100000)",3,0.2645754314356028,0.2390621062742214,
608_fri_c3_1000_10,"Lasso(alpha=0.05, max_iter=100000)",4,0.22966324852219,0.2115352311578886,
608_fri_c3_1000_10,RandomForestRegressor(n_estimators=200),0,0.9716347175429962,0.7995044097785919,
608_fri_c3_1000_10,RandomForestRegressor(n_estimators=200),1,0.97443072727262,0.7851881964856597,
608_fri_c3_1000_10,RandomForestRegressor(n_estimators=200),2,0.982600402924433,0.8155256549862797,
608_fri_c3_1000_10,RandomForestRegressor(n_estimators=200),3,0.977046015958846,0.8516111383041942,
608_fri_c3_1000_10,RandomForestRegressor(n_estimators=200),4,0.971747584850301,0.842088146489729,
608_fri_c3_1000_10,GradientBoostingRegressor(n_estimators=200),0,0.9974101520980868,0.8718939406670867,
608_fri_c3_1000_10,GradientBoostingRegressor(n_estimators=200),1,0.9969965940502442,0.8354002411572246,
608_fri_c3_1000_10,GradientBoostingRegressor(n_estimators=200),2,0.9970913860357098,0.84718145090469,
608_fri_c3_1000_10,GradientBoostingRegressor(n_estimators=200),3,0.9973529264989464,0.8606495590805833,
608_fri_c3_1000_10,GradientBoostingRegressor(n_estimators=200),4,0.9978850882374296,0.8766760391943469,
609_fri_c0_1000_5,LinearRegression(),0,0.704319392654561,0.728667568871582,
609_fri_c0_1000_5,LinearRegression(),1,0.7259845500049049,0.7262452361140841,
609_fri_c0_1000_5,LinearRegression(),2,0.7274585691986931,0.7236169764226548,
609_fri_c0_1000_5,LinearRegression(),3,0.7000628642271414,0.7277381510482617,
609_fri_c0_1000_5,LinearRegression(),4,0.7274945103881854,0.7235106629127663,
609_fri_c0_1000_5,"Lasso(alpha=0.05, max_iter=100000)",0,0.6909367459538565,0.7199449558632347,
609_fri_c0_1000_5,"Lasso(alpha=0.05, max_iter=100000)",1,0.7121451683308356,0.715299566558798,
609_fri_c0_1000_5,"Lasso(alpha=0.05, max_iter=100000)",2,0.7181454311850347,0.7189015578532805,
609_fri_c0_1000_5,"Lasso(alpha=0.05, max_iter=100000)",3,0.6862342182808293,0.7052883939243413,
609_fri_c0_1000_5,"Lasso(alpha=0.05, max_iter=100000)",4,0.7134213398063417,0.720484101258037,
609_fri_c0_1000_5,RandomForestRegressor(n_estimators=200),0,0.9750378922960812,0.8131708343897289,
609_fri_c0_1000_5,RandomForestRegressor(n_estimators=200),1,0.972561561987803,0.8228109205689349,
609_fri_c0_1000_5,RandomForestRegressor(n_estimators=200),2,0.9755870856537776,0.8215338309411586,
609_fri_c0_1000_5,RandomForestRegressor(n_estimators=200),3,0.9725241704996408,0.7931710899827644,
609_fri_c0_1000_5,RandomForestRegressor(n_estimators=200),4,0.975938524333522,0.8139217358255071,
609_fri_c0_1000_5,GradientBoostingRegressor(n_estimators=200),0,0.9966519731521248,0.884755887820418,
609_fri_c0_1000_5,GradientBoostingRegressor(n_estimators=200),1,0.9967749662326476,0.8905722952130485,
609_fri_c0_1000_5,GradientBoostingRegressor(n_estimators=200),2,0.9971354207141204,0.8721466981973854,
609_fri_c0_1000_5,GradientBoostingRegressor(n_estimators=200),3,0.9953611642156008,0.8581778910315908,
609_fri_c0_1000_5,GradientBoostingRegressor(n_estimators=200),4,0.995698392945639,0.8671569757320795,
612_fri_c1_1000_5,LinearRegression(),0,0.3033105898689384,0.2115967790183636,
612_fri_c1_1000_5,LinearRegression(),1,0.2839909563355126,0.2343353188175873,
612_fri_c1_1000_5,LinearRegression(),2,0.3610357791378362,0.1900666223025855,
612_fri_c1_1000_5,LinearRegression(),3,0.2840828046254278,0.2316602270962316,
612_fri_c1_1000_5,LinearRegression(),4,0.2180185728929055,0.2512560227579945,
612_fri_c1_1000_5,"Lasso(alpha=0.05, max_iter=100000)",0,0.2931356830972813,0.220857096095579,
612_fri_c1_1000_5,"Lasso(alpha=0.05, max_iter=100000)",1,0.2713254228260799,0.2244239957057814,
612_fri_c1_1000_5,"Lasso(alpha=0.05, max_iter=100000)",2,0.3521098268425504,0.2133062272105965,
612_fri_c1_1000_5,"Lasso(alpha=0.05, max_iter=100000)",3,0.276870324592933,0.226041315393396,
612_fri_c1_1000_5,"Lasso(alpha=0.05, max_iter=100000)",4,0.2040354858903299,0.2383811770199967,
612_fri_c1_1000_5,RandomForestRegressor(n_estimators=200),0,0.9826484539950618,0.8627004892244974,
612_fri_c1_1000_5,RandomForestRegressor(n_estimators=200),1,0.9804430825759124,0.8672258464424434,
612_fri_c1_1000_5,RandomForestRegressor(n_estimators=200),2,0.9831754682737668,0.8664144702312481,
612_fri_c1_1000_5,RandomForestRegressor(n_estimators=200),3,0.981776105127582,0.8758639001597408,
612_fri_c1_1000_5,RandomForestRegressor(n_estimators=200),4,0.97976248686375,0.8929132805915213,
612_fri_c1_1000_5,GradientBoostingRegressor(n_estimators=200),0,0.9978514684466804,0.9121174378588992,
612_fri_c1_1000_5,GradientBoostingRegressor(n_estimators=200),1,0.996364288810546,0.9078438406193868,
612_fri_c1_1000_5,GradientBoostingRegressor(n_estimators=200),2,0.997726452656996,0.9093923843619736,
612_fri_c1_1000_5,GradientBoostingRegressor(n_estimators=200),3,0.9972261393027996,0.9032096741514346,
612_fri_c1_1000_5,GradientBoostingRegressor(n_estimators=200),4,0.9971849121706338,0.9173018417672916,
618_fri_c3_1000_50,LinearRegression(),0,0.5106264465906476,0.1139977978763145,
618_fri_c3_1000_50,LinearRegression(),1,0.4978555324739175,0.0709875460825506,
618_fri_c3_1000_50,LinearRegression(),2,0.4617280496414587,0.1490188811738295,
618_fri_c3_1000_50,LinearRegression(),3,0.5009827921716674,0.112491708314324,
618_fri_c3_1000_50,LinearRegression(),4,0.4798002528375897,0.1374518194494183,
618_fri_c3_1000_50,"Lasso(alpha=0.05, max_iter=100000)",0,0.4034833541020817,0.219736936113603,
618_fri_c3_1000_50,"Lasso(alpha=0.05, max_iter=100000)",1,0.3995587443510032,0.2361935345979975,
618_fri_c3_1000_50,"Lasso(alpha=0.05, max_iter=100000)",2,0.3263403896902334,0.1958100002211443,
618_fri_c3_1000_50,"Lasso(alpha=0.05, max_iter=100000)",3,0.3948008204733891,0.2474359683762833,
618_fri_c3_1000_50,"Lasso(alpha=0.05, max_iter=100000)",4,0.3723062831876405,0.2237461630029047,
618_fri_c3_1000_50,RandomForestRegressor(n_estimators=200),0,0.9650248096306344,0.7377724181758403,
618_fri_c3_1000_50,RandomForestRegressor(n_estimators=200),1,0.9706935354197972,0.7707983223784352,
618_fri_c3_1000_50,RandomForestRegressor(n_estimators=200),2,0.9612307966414928,0.7743251744049822,
618_fri_c3_1000_50,RandomForestRegressor(n_estimators=200),3,0.976118549152629,0.7826687682493689,
618_fri_c3_1000_50,RandomForestRegressor(n_estimators=200),4,0.9670926156155408,0.794413071878044,
618_fri_c3_1000_50,GradientBoostingRegressor(n_estimators=200),0,0.9990894088771428,0.8058813085289862,
618_fri_c3_1000_50,GradientBoostingRegressor(n_estimators=200),1,0.9987367644201012,0.8279549074923702,
618_fri_c3_1000_50,GradientBoostingRegressor(n_estimators=200),2,0.998929094499576,0.8553765573512551,
618_fri_c3_1000_50,GradientBoostingRegressor(n_estimators=200),3,0.9995378473043514,0.8348555101649948,
618_fri_c3_1000_50,GradientBoostingRegressor(n_estimators=200),4,0.9988103056393156,0.8315041973325825,
620_fri_c1_1000_25,LinearRegression(),0,0.3213281610999856,0.2425876345777136,
620_fri_c1_1000_25,LinearRegression(),1,0.3355680565846747,0.198519900772054,
620_fri_c1_1000_25,LinearRegression(),2,0.3033915317892712,0.2007452385465611,
620_fri_c1_1000_25,LinearRegression(),3,0.3098932900920975,0.2270510573946222,
620_fri_c1_1000_25,LinearRegression(),4,0.3458626228719506,0.223712973258106,
620_fri_c1_1000_25,"Lasso(alpha=0.05, max_iter=100000)",0,0.278122648771376,0.25398922445085,
620_fri_c1_1000_25,"Lasso(alpha=0.05, max_iter=100000)",1,0.2974720864991191,0.2466188511324044,
620_fri_c1_1000_25,"Lasso(alpha=0.05, max_iter=100000)",2,0.2594382510838887,0.2478650515543748,
620_fri_c1_1000_25,"Lasso(alpha=0.05, max_iter=100000)",3,0.2744415255928969,0.2411480116116037,
620_fri_c1_1000_25,"Lasso(alpha=0.05, max_iter=100000)",4,0.3004744604407835,0.2617554147271375,
620_fri_c1_1000_25,RandomForestRegressor(n_estimators=200),0,0.9720568084816748,0.8125214436055455,
620_fri_c1_1000_25,RandomForestRegressor(n_estimators=200),1,0.9713772770735362,0.8038949679072772,
620_fri_c1_1000_25,RandomForestRegressor(n_estimators=200),2,0.96899789445627,0.8087805984903808,
620_fri_c1_1000_25,RandomForestRegressor(n_estimators=200),3,0.9725668874787678,0.8101089689380632,
620_fri_c1_1000_25,RandomForestRegressor(n_estimators=200),4,0.9669384814706364,0.7868601644707367,
620_fri_c1_1000_25,GradientBoostingRegressor(n_estimators=200),0,0.9987794664950652,0.8749033809265407,
620_fri_c1_1000_25,GradientBoostingRegressor(n_estimators=200),1,0.9986904134509356,0.8675049472523786,
620_fri_c1_1000_25,GradientBoostingRegressor(n_estimators=200),2,0.9983812837114135,0.8718156933176509,
620_fri_c1_1000_25,GradientBoostingRegressor(n_estimators=200),3,0.998532138269214,0.8680171350979796,
620_fri_c1_1000_25,GradientBoostingRegressor(n_estimators=200),4,0.9989660462693064,0.8695184012425037,
622_fri_c2_1000_50,LinearRegression(),0,0.4627047355257019,0.0895088955070531,
622_fri_c2_1000_50,LinearRegression(),1,0.4186995709353043,0.0999337868162008,
622_fri_c2_1000_50,LinearRegression(),2,0.3971377924337156,0.1151765231923596,
622_fri_c2_1000_50,LinearRegression(),3,0.3486143770497188,0.1951944790670955,
622_fri_c2_1000_50,LinearRegression(),4,0.435094087612501,0.0770414758395916,
622_fri_c2_1000_50,"Lasso(alpha=0.05, max_iter=100000)",0,0.3864404112418376,0.230876161742778,
622_fri_c2_1000_50,"Lasso(alpha=0.05, max_iter=100000)",1,0.3351298512240129,0.2545131758865931,
622_fri_c2_1000_50,"Lasso(alpha=0.05, max_iter=100000)",2,0.2809485654819952,0.242629265465014,
622_fri_c2_1000_50,"Lasso(alpha=0.05, max_iter=100000)",3,0.2748377734618039,0.2407572758860952,
622_fri_c2_1000_50,"Lasso(alpha=0.05, max_iter=100000)",4,0.3676127948589509,0.2335782144006168,
622_fri_c2_1000_50,RandomForestRegressor(n_estimators=200),0,0.9659901275636168,0.7905879783931536,
622_fri_c2_1000_50,RandomForestRegressor(n_estimators=200),1,0.9702561171070592,0.7926749342659609,
622_fri_c2_1000_50,RandomForestRegressor(n_estimators=200),2,0.965670647643602,0.7569457690261253,
622_fri_c2_1000_50,RandomForestRegressor(n_estimators=200),3,0.967893797064098,0.7940351997616313,
622_fri_c2_1000_50,RandomForestRegressor(n_estimators=200),4,0.968836106358024,0.7549033234352202,
622_fri_c2_1000_50,GradientBoostingRegressor(n_estimators=200),0,0.9993722992826748,0.8521941334274283,
622_fri_c2_1000_50,GradientBoostingRegressor(n_estimators=200),1,0.9992847291971564,0.8464003789142308,
622_fri_c2_1000_50,GradientBoostingRegressor(n_estimators=200),2,0.9992112303384112,0.847447127446757,
622_fri_c2_1000_50,GradientBoostingRegressor(n_estimators=200),3,0.9992808862171522,0.8620212919985211,
622_fri_c2_1000_50,GradientBoostingRegressor(n_estimators=200),4,0.999455508405138,0.8639973580738873,
623_fri_c4_1000_10,LinearRegression(),0,0.2629561638731161,0.2764357237116825,
623_fri_c4_1000_10,LinearRegression(),1,0.3336913124754895,0.2684904824849119,
623_fri_c4_1000_10,LinearRegression(),2,0.3227264772784791,0.2706462476455933,
